cut,page,action,dialogue,se,time,characters,confidence,notes
28,page_010.png,二人静。疑いの眼差しで、少し身を引く。 / 佐々木、阿久津を見る,二人静「奢ってもらえるフリかえ？」 佐々木「……」 / （佐々木M）「相変わらず仏頂面だ。」,,4+12,二人静、佐々木、阿久津,medium,dialogue末尾の佐々木の台詞は『……』のみで内容不明 ｜ ページ最上段コマ。scene欄に丸番号なし＝前ページ最後のカット(28)の続きとして統合。time欄は円囲みで『4+12』と読む
29,page_011.png,佐々木(のモモ)のカワからで阿久津、一同に話す。PAN UP,"「阿久津さんのカワから歓迎会とか、怪しいけど程がある。この先日には喧嘩したばかりだというのに―」
（阿久津）「その気になってあ人は、最初から○○君の受賞に爆発物を仕掛ける○○のことはしている。」",,12+12,阿久津,low,action・dialogueとも崩し字が激しく判読困難。複数コマ(コマ1〜4)にまたがる同一カットとして結合。time欄は円囲みで『12+12』と読む。dialogue詳細は要確認
30,page_011.png,うわぁ…と一同（雨）→ PAN サブと星崎。佐々木、星崎を見る / 佐々木、阿久津君に微笑み。それに対し「えっ!?」となる二人静。,"（一同）「え、ドンナ、なんとかで…」
（阿久津(off)）「ささやかだが、星崎君も含めて女で行こうかね？」
（星崎）「私は構わないけど…」
（佐々木M）「さすが、全能千の帝のような星崎ってのは…」 / 佐々木「そういう事でしたら、ぜひ課長のご厚意に甘えさせて頂けたらと…」",,17,星崎、佐々木、阿久津、二人静,low,コマ5・6にまたがる同一カットとして結合。崩し字が非常に激しく台詞は要確認。話者丸囲みは『一同』『阿久津(off)』『星崎』『佐々木M』 ｜ ページ冒頭の2コマは丸番号なし(scene欄空白)＝前ページのカット30の続きとして統合。time欄の丸囲み『17』はこのカットの尺
31,page_012.png,ちょっと待って、二人静。,二人静「病で気ってる? 職場の飲み会とか、むしろ断わるのが流行じゃろ?」,,5+12,二人静,medium,action欄の判読難あり
32,page_012.png,宥める佐々木。星崎、大伝と。,佐々木「民間はてつだ…役所さんはいまだに旧来の気質が根強いと聞きました。」 二人静「えー…そーなのか…?」 星崎「…」,,9,佐々木、二人静、星崎,low,dialogue欄の判読難。赤字『二人静の自然治癒って.』は演出/取り消しメモ扱いでセリフに含めず。32は2コマ(佐々木宥める＋星崎)にまたがるため統合
33,page_013.png,"佐々木
はん目を考える",毒物を口にしたらどうなるのかしら？,,5+13,佐々木、二人静,medium,dialogue欄に赤字セリフ『毒物を口にしたらどうなるのかしら？』、話者マーク『二人静?』と佐々木のMセリフが続く。『パイセン、この場でそういうこと聞いちゃうの？』『怪しいには違いないけど上司と仲良くしておくに越したことはない。』も佐々木のM。time欄丸囲み『5+13』読み取り。
34,page_013.png,"腕を組んでる阿久津
PAN
伏しつつ阿久津","あと個人的に、じんぼ的居的のは、ちょっと気になる
「まぁ決して無理には合わないがね」",,6+12,阿久津,medium,複数コマ(コマ2〜5)にまたがる1カット。コマ3・4はscene欄縦棒/空白で継続。dialogue欄に話者丸囲み『阿久津』。time欄下部丸囲み『6+12』。中間セリフ一部判読困難のため confidence medium。
35,page_014.png,こ静。ムぬぬ…と。観念して仏にもたれかかる。俯瞰PAN。,"「…
…
わか、たわか、た。作ればいいんじゃろ？作れば+",,6,二人静,medium,action欄の『こ静』『ムぬぬ』は二人静の芝居。dialogue欄の話者丸囲みは判読難、二人静の台詞と推定。time欄丸囲み⑥
36,page_014.png,阿久津(からしり)。星崎、あ。と手を上げる,"阿久津「では、本日は定時上りでよろしく頼みたい。」
星崎「あっ、ところで課長。",,5,阿久津、星崎,medium,36は2コマにまたがる(会議俯瞰＋星崎手を上げる)。dialogue話者丸囲みは阿久津・星崎。time欄丸囲み⑤
37,page_014.png,曇りけた眼で問う,歓迎会は業務時間に入るのゆい？,,3+12,,low,dialogueの『歓迎○』は赤字で『会は』と訂正。『ゆい』は判読難、要確認。time欄は3+12(秒+コマ)と読む
38,page_015.png,阿久津。少しの間の後、答える。顔はしかめずに淡々と対応。PAN UP。去ってゆく。OHまで。,…………ゆるきにくだれ。,,6,阿久津,medium,モニター(画面上部にモニター指示あり)。dialogue欄の話者丸囲みは阿久津。台詞の一部崩れあり要確認
39,page_015.png,阿久津。出ていった。阿久津のハケを無しにチキンの佐々木ちょっと入れる。二人静。もう1人の星崎。,二人静「…」佐々木(off)「…」星崎「…」,SE「ピッ」,,阿久津、二人静、佐々木、星崎,medium,会議室(対策局)。dialogueは話者丸囲み=二人静・佐々木(off)・星崎。赤字演出メモ『そういうところだけ今時なのじゃな…』『何事もごねてみるものよね』は演出注記のため参考。下部赤字『セリフ順を星崎→二人静→佐々木でお願いします』はページ末指示。action中の佐々木は書字上ちょっと不明瞭
40,page_016.png,夜。高級料亭の庭の鹿威し。,,カコーン…,4,,medium,コマ0(丸40)とコマ1(縦棒=続き)を統合。SEは丸囲みで冒頭に記載
41,page_016.png,個室。上等な座敷の席についている佐々木、二人静。周囲を見て。→ 普通の様子に(赤字修正),「……」,,2+12,佐々木、二人静,medium,dialogue欄に丸囲みの話者名(佐々木・二人静)と沈黙記号。赤字『普通の様子に』はaction修正指示
42,page_016.png,個室から見える庭園の池。FIX(+12)。やがて動き出した面持ちの一人(はっとした),,,6,,low,コマ3(丸42)とコマ4(縦棒=続き)を統合。action末尾は手書き崩れのため一部推測、要確認
43,page_017.png,星崎、モジモジしながら,星崎「か、課長、今日は私、その、お礼が言いたくて。」,,4+12,星崎,medium,action・dialogueとも手書き崩し字。星崎のセリフ末尾は次コマへ続く可能性
44,page_017.png,阿久津、クールに。PAN UP,阿久津「今夜は私の奢りだ。星崎君も存分に楽しむといい。」,,5+13,阿久津、星崎,medium,2コマにまたがる(阿久津の顔アップ＋PAN UP)。1カットに統合
45,page_017.png,ほろ酔い星崎。(佐々木・二人静)／女性の所にやたらと入り込むのを見てる。,星崎「ありがとうございます!」／女性(off)「失礼いたします」／佐々木・二人静・星崎「!!」,,あ？／4,星崎、佐々木、二人静,low,2コマにまたがり統合。action欄『(佐々木・二人静)』は判読困難。dialogueの話者丸囲みは佐々木・二人静・星崎と推定するが崩れており要確認。time欄下部に丸囲み『4』(ページ番号の可能性あり)
46,page_018.png,庭園からカメラ。池の中、ブラブラ泳ぐ錦鯉。,お料理をお持ちしました,,3,女将,medium,dialogue話者は丸囲みで『女将』と読める。台詞冒頭『「お料理をお持ちしました」』
47,page_018.png,庭の池。絹をおさえるように泳ぐ鯉たち。,,,3,,medium,
48,page_018.png,料理に戻って星崎。鰻を口に運ぶ。美味しい～。,あー…ん～っ！ん～～っ!!,,4,星崎,medium,48は3コマにまたがる(丸番号は48のみ、下2コマは番号なしの続き)。dialogue話者は丸囲みで『星崎』。台詞は複数コマに分割された『あー…／ん…っ！／ん…っ!!』を結合。time欄の縦棒/空白コマを含め尺は最終④=4秒
49,page_019.png,机の上 豪華な料理 メインの鰻 PAN T.B.,「鰻なんて久しぶり！鯖の話を聞いて食べたかったのね！」,,5,星崎,medium,dialog話者は丸囲みで『星崎(off)』。time欄丸囲み5
50,page_019.png,鰻を頬張り ご満悦のご一同 奥の佐々木 机の上の鰻を見ながら悔む 阿久津を発見,「んまぁ〜」 M「タイミングが良すぎて逆に怪しさを感じる…ところがで…」,,6,二人静、佐々木、阿久津,medium,dialog冒頭に丸囲み『二人静』、続いて丸囲み『佐々木』M。time欄に丸囲み6。跨ぐ複数コマを統合
51,page_019.png,食べてる阿久津へ (ピン送り) / 阿久津。二人静を見て。,「二人静君は,,3,阿久津、二人静,medium,ページ最初のコマは丸番号なし＝前ページ最後のカット51の続き。Sec欄丸囲み③
52,page_020.png,食べてる二人静。阿久津に肘掛をやり。 / 10%。急に気地悪く笑う。,休日は何をして過ごしているのかね？ / 「そうじゃのう。やっぱり人並みに休日ぐらい？」,,8+12,二人静、阿久津,low,次コマ(action『10%』)は番号なしで52に統合。dialogueは前コマからの続き ｜ 番号なし＝52の続きだが独立コマ表示のため参考記載。本来は52に統合すべき。dialogue話者は丸囲み『二人静』。time丸囲み『8+12』要確認
53,page_020.png,阿久津。クールな表情で。缶酒のようなものを持ちながら。,「君の音楽であればぜひとも聞いてみたい」,,4,阿久津,medium,dialogue話者は丸囲み『阿久津』。Sec欄丸囲み④
54,page_021.png,その返答に対し。同。やれやれと答える,「……(2モク)」 普通に家でゲームをしたり、最近は,,,二人静,medium,コマ0(番号54)とコマ1(縦棒/番号なし)を統合。話者は丸囲み『二人静』
55,page_021.png,PAN→。佐々木、食べながら二人の話を聞き。ツッコむ内心か？,別荘でホームパーティーを開いたりしてる↑ 「今のところ普通に上司の飲み会って感じだけど…↑」,,,佐々木,medium,コマ2(番号55)とコマ3(空白/番号なし)を統合。dialogue内に丸囲み『佐々木M(モノローグ)』の話者記号あり。timeにSt13(尺)
56,page_021.png,急に振られ、ハッと顔を上げる佐々木,「佐々木君は? 街はどう過ごしているのかな?」,,3,阿久津、佐々木,medium,dialogueに丸囲み話者『阿久津』『佐々木』あり。time欄に丸囲み③(3秒)
57,page_022.png,佐々木、微笑み。ふと間を置く,佐々木「そうですね…買い物に行ったペットと一緒に道こしたりしてます。」二人静M「ピーちゃんたち、ちゃんとご飯食べた？」,,8+12,佐々木、二人静,medium,コマ0とコマ1(番号なし縦棒)を57に統合。dialogueは崩し字のため一部推測
58,page_022.png,豪華な食事を見てピーちゃんを思う。T.B.で持ち、掛ける,「サな…」,,2+12,,low,手書き崩れ大。dialogue内容不確実
59,page_022.png,窓、電気ついてる,「カァーン…」,,3,,low,dialogue欄SE的表現。話者丸囲み判読困難
60,page_022.png,見立て料亭。中庭で鳴る鹿威し。阿久津に日本酒を注ぐ佐々木,「入れてますよ…」,,3+12,阿久津、佐々木,low,dialogue話者・内容とも判読困難。picture欄に日本酒(徳利)の資料写真貼付
61,page_023.png,佐々木、注ぎながら阿久津に質問する（星崎煮物食べ、二人静はお漬物）。注ぎ終わると。阿久津、自分の分の徳利を持ち、佐々木に注ぐと。佐々木、あっと自分のお猪口を差し出し,佐々木「さっきから課長、」「先程から同じ銘柄を口にされてますが、日本酒にこだわりが？」阿久津「ん」佐々木「あっ」「すみません」,,8,佐々木、阿久津、星崎、二人静,medium,61は最初のコマから4コマにまたがる続き（縦棒/空白）を統合。dialogue欄の話者名（丸囲み）は佐々木・阿久津。time欄丸数字⑧=8秒
62,page_023.png,注ぎながら答える阿久津,阿久津「こだわりと言うほどではないが、強いて好みはあるじゃろうかもしれない…」佐々木(off)「そうですか」,,4+12,阿久津、佐々木,medium,time欄は 4+12（秒+コマ）と読む。dialogue最後の佐々木(off)は判読困難、要確認
63,page_024.png,泣き終わり（out）,「‥‥‥‥」思えば阿久津さんのお仕事を何も知らない。せっかくの機会だしもっと色々聞いてみよう,,10,佐々木、阿久津,medium,コマ0〜3は丸番号63のカットの続き（縦棒/空白）として統合。ダイアログはM(モノローグ)含む。SE「カタ‥‥」あり。actionは『おちょこ(?)を傾けつつ考える佐々木／もって話らる阿久津／見上げる佐々木』等、手書き崩れのため一部不確実
64,page_024.png,阿久津に対し驚く一同,「では話がまとまり次第、次の店に行こう」「えっ?」「‥!‥」「なんじゃと?」,,4,阿久津、佐々木、星崎,medium,dialogue欄に丸囲み話者名(阿久津/佐々木/星崎等)。手書き崩れで一部不確実。会議室・長机の俯瞰構図
65,page_025.png,一部佐々木の。渡辺と話す阿久津。PAN UP,「二次会の席を用意してある。本日は星崎君も一緒なのでスイーツやクラフクが楽しめる場所だ。,,8,阿久津、佐々木、星崎,medium,action欄・dialogue欄とも崩し字多く一部推定。話者は丸囲み『阿久津』。渡辺は要確認
66,page_025.png,暗いの2人。,タクシーで少々走るが、トイレは大丈夫だろうか？」「いい」,,4+12,二人静、佐々木,medium,dialog列に丸囲み話者『二人静』『佐々木』。time欄は4+12と読む(コマ4=8秒相当の丸数字も別途)。話者記号は崩れており要確認
67,page_025.png,佐々木。目パチ。え…?と,佐々木M「こ… この人,,3+12,佐々木,medium,dialog欄に丸囲み『佐々木』＋M(モノローグ)。picture・action欄に赤の書き込みあり。time欄下部に3+12(丸囲み)
68,page_026.png,阿久津。いつものクールな表情で。PAN UP,本当にあの阿久津さんだろうか…,,?→、④,阿久津,medium,time欄に『?』と丸囲み④。PAN UPは2コマ目にかかる継続コマ(縦棒相当)を統合
69,page_026.png,ここで星崎、申し訳ない気に、少しモジモジして,星崎「あ、あの、課長…」,,2+13,星崎,medium,
70,page_026.png,やったと星崎。 / 前で顔を見合わせる2人。,阿久津「この次会もぜひ寄りたい」／星崎「ぜひ!!」,,6,阿久津、星崎,medium,70は2コマにまたがる(後半に星崎の喜ぶ絵と『ぜひ!!』)。統合して1エントリ ｜ ページ最初のコマは丸番号なし＝前ページカット70の続き。台詞欄は話者名らしき丸囲みが2つあるが判読困難
71,page_027.png,団子の断面。カコンと鳴る日本。,,「カコーン」,4+12,,low,2コマにまたがる同一カット(団子/水面のコマと竹の樋のコマ)を統合。action崩し字で不確実、要確認。SE表記あり
72,page_027.png,喫茶店の外…,,,3,,low,dialog欄に丸囲み『兼用』らしき記号あり(セリフではないため除外)。action判読困難、要確認
73,page_027.png,その路地裏に、ある1軒の店？ 腕をくみ通りすぎる社会人カップル。,「ちょっとへ…あなたっ」「いやだってさー…」,,,,low,dialog欄に話者を示す丸囲み(女性/男性か)あり。崩し字のため台詞・話者とも不確実、要確認
74,page_028.png,白カウンター、スライドして、並べられたお酒の Q.PAN,,,3,,medium,上部の番号無しコマ(棚の絵)は74の続きとして統合。Sec欄丸③×2は74尺関連。action手書き崩れあり
75,page_028.png,ホスク席?カウンター前に目を輝かせる星崎 PAN T.B.,「はわわわ!!!」,,2+12,星崎,low,複数コマにまたがる75を統合。dialogue欄の丸囲みは話者名『星崎』。action崩れ大で要確認
76,page_029.png,PAN → ボックス席に座っている一同。星崎のみビール、他3人はウイスキーをかたむけている。カウンターテーブル,星崎「美味しい…!!!」二人静「(微笑)」,,3+12,星崎、二人静,medium,time欄は3+12と読む。コマ2の続き(空白コマ)を統合
77,page_029.png,ウイスキーでちん。阿久津君に二人静グラスを持ち上げてフフフ、ニヤリ,二人静「普段からこういう店に女を連れこんでるちがう？」,,4+12,阿久津、二人静,medium,dialogue欄は一部切れ、推定を含む
78,page_029.png,星崎ハラスを食べながら / 星崎を今日る佐々木。星崎、コーヒーを食べ流ける,"星崎「課長は男性が好きらしいわよ？」 / 「えっ、そうなの…？」
（佐々木）「…！」
（二人静）(off)「なんじゃ、そうなんかや？」
「はぁ…」",,9,星崎、佐々木、二人静,low,action欄『ハラス』は要確認 ｜ ページ最初のコマは丸番号なし＝前ページ(78)の続き。2コマ目も番号なしで統合。手書き崩し多く台詞の一部は要確認
79,page_030.png,阿久津、グラスを揺らしながら二人静に微笑む。PAN,（阿久津）「興味を持ってくれるのは嬉しいが、二人静君の好意には答えられないな」,,,阿久津、二人静,medium,79は2コマにまたがる(顔アップ＋グラスの手元)。本文を結合
80,page_030.png,ぐっと二人静、ウイスキーをのむ阿久津。 / ニヤッと佐々木の方を見て,（二人静）「うわあ、むかつく。」 / そうなると…もう1人の無人の可能性はあるものう？,,3+12,二人静、阿久津,medium,time欄は空。ページ下端の（ ＋ ）はページ計欄でカット尺ではない ｜ ページ最初のコマは丸番号なし＝前ページカット80の続き。dialogueは冒頭『そうなると…』と、次コマにまたがる『もう1人の…可能性はあるものう？』を統合。話者は文脈から二人静と推定(要確認)
81,page_031.png,ウイスキーのんでる佐々木,,,,佐々木,high,
82,page_031.png,自分？と / 阿久津、少し良くグラスを揺らしながら,「悪いが佐々木のことをそういう目では見られない」,,4+12,佐々木、阿久津,medium,『自分？と』を含むコマは番号なしで82の続きとして統合。dialogueの阿久津セリフは82欄に記載
83,page_031.png,その引き ／ 群衆の佐々木とニヤニヤしてる二人静。T.B.126,「一斉に死ぬのはこれで2回目、もう好きにして下さい…」,,6,佐々木、二人静,medium,佐々木M(モノローグ)。action末尾のカメラ指示はT.B.(トラックバック)と読む。人数値は要確認
84,page_032.png,大モブフクと10コを食べ続けている星崎,「星崎君。」,,2+12,阿久津、星崎,medium,84は絵1コマ目+2コマ目(縦棒/番号なし継続)を統合。2コマ目action『首を傾けて見る』、dialogue星崎『ん…?』
85,page_032.png,いつの間にか机においてあるアンケフクを指し,「カラオケけけ…でうけね?ここは高得点を出すと、有名スイーツ店の商品券が貰えるそうだ」M(モノローグ)「もしや、阿久津課長が瞭したのでは…」,,5,阿久津、佐々木,low,dialogue欄が崩れて判読困難。話者は阿久津→佐々木(M)。action・dialogueの一部推測
86,page_032.png,阿久津を見て佐々木、そりって…て 隣で星崎,(off)「カモ…」,,6+13,佐々木、星崎、阿久津,low,86は絵4コマ目+5コマ目(番号なし継続)を統合。dialogue星崎(off)「カモ…」。文字崩れ多く要確認
87,page_033.png,恥ずかしそうに / そっと静か デスクをバァン! と掴み / 手で画面をタッチし手放を入れる (両手で),カラオケって いわこと すごくて…／「ひれ、ならば 俺が」／「失敗をきかってやろう」「操作者」,,9,,low,87は3コマにまたがる(丸番号は最初のコマのみ、以降縦棒/空白で継続)。action・dialogueとも手書き崩し字で判読困難、推測を含む。dialogueの話者名は丸囲みだが読み取り不確実、要確認
88,page_033.png,「FLY」の曲 (曲中) スクリーンにうつる 曲8 ここから百内晴い ステージにスポットライト ジューサル処理 / ステージ上 二人静 T.UPひこ / 喉に大きく引いて 歌う リフレクション,（前奏）／ I believe in our band / 繋がってる 確かなパス,,2+12 / 4+12,二人静,low,88は2コマにまたがる(丸番号は最初のコマ、次コマは空白で継続)。曲名『FLY』はPicture内に描かれる。dialogue『I believe in our band』は英語ライブ歌詞。オレンジの縦線は編集指示線。手書き判読困難で推測多数、要確認 ｜ ページ最上段コマ。scene欄に丸番号なし＝前ページ最後のカット88の続きとして統合
89,page_034.png,PAN,Your Power still flows into me,,3,,high,
90,page_034.png,感じてる 大切なものを この肩に PAN,,,3+18,,medium,dialogue欄は日本語ト書き風の書き込みだがセリフとして明確でないため空。会議室的3人の絵
91,page_034.png,リフレクション 歌う PAN UP,きみとなら Fly I decided to become a sage,,3+12,,medium,ページ最下段。time欄丸囲みは3+12と読む
92,page_035.png,"仰おろし
歌う","of the Stars, oh like you.",,2+12,,medium,"コマ0とコマ1は連続する同一カット(コマ1は縦棒/番号なし)として統合。dialogue『of the Stars, oh like you』は歌詞と思われる"
93,page_035.png,"カウンターでグラス拭いてるマスター
リズムにのって
PAN",Oh oh (Push forward!! Pu- Push forward!!) Oh oh (Flyin' high!! Fl- Flyin' high!!),,5+18,,medium,コマ2〜4は同一カット(コマ3・4は番号なしの続き)として統合。dialogueは歌詞(コーラス)。actionのマスターのセリフ書き取りは崩れ字のため一部不確実
94,page_036.png,歌う つ人静 リフレイン PAN UP,止まることない ロックタイムライン 変えてく さあ2人で Right now!!,,,二人静,medium,action欄『つ人静(二人静)』の動き。dialogueは楽曲歌詞と思われる
95,page_036.png,存在SU 歌う つ人静のDア リフレイン,What can I do for you?,,,二人静,medium,dialogue先頭の『??』は歌詞の一部か記号。action『Dア(Dア?)』は判読困難
96,page_036.png,Dア リフレイン,What can I do for you?,,,,medium,time欄丸囲み『4+12』の可能性あり(判読困難)
97,page_037.png,T.B. 引き,Go on! Go on!!,,1,,medium,ステージ上のキャラ。ダイアログ『Go on!』はセリフ扱い
98,page_037.png,リップフラップ,,,,,low,98はこのコマとPAN UPのコマ（縦棒/番号なし）にまたがる。dialogue欄の『飲み込めもきみと』『FLY』等は歌詞と思われるが判読困難で要確認。PAN UPのコマは98の続き
99,page_037.png,PAN UP / T.B.,,,3,,low,背景は対策局会議室風。dialogue欄は歌詞の続きと思われるが判読困難。action欄に『曲こわれ』(オレンジ)のメモあり。time欄は丸囲み③が2つ見えるが99の尺として3秒と判断
100,page_038.png,ステージ上、こちらの車内点灯。商品券の入った封筒を差し出しているマスター。（次コマ続き）マスターを受けとり）,,,2,,medium,コマ0は丸囲み『100』で新カット。コマ1は縦棒(継続)のため統合。time欄の丸②はこのカット範囲の尺
101,page_038.png,モニターに97点台の二人静を映す。その前にいるマスターと二人静。店内の広々スペースに商品券を見せつける。,「おお！ 本当に貰えたのじゃ！,,3,二人静,medium,コマ2が丸囲み『101』。コマ3は番号欄空白のため継続として統合。dialogue欄の『おお！』『本当に貰えたのじゃ！』はセリフ。time欄の丸③はこのカット範囲の尺
102,page_038.png,店内スタッフと二人静、拍手して。（左後方）はしゃいでいる星崎 / スッと女子日、飲杯?ん,（佐々木）「わあ！ すごいですね！ / ？,,5,星崎、佐々木,low,丸囲み『102』。dialogue欄の話者名は丸囲みだが読み取り不確実、action欄の『星崎』は確認。セリフ話者は要確認 ｜ ページ最初のコマは scene欄に丸囲み番号なし＝前ページ最後のカット102の続き。action・dialogueとも手書き崩れ強く要確認。dialog話者は丸囲み『佐々木』らしき記載
103,page_039.png,PAN↓ / マイクシンにうつる曲? / 効カ ステーラトに オーバーライト＋ジェイ処理,暖昧カール / life is,,6+12,,low,picture欄はタイトルロゴ風の『暖昧カ…』。dialog欄の『life is』は歌詞と思われる。action欄の演出用語は判読困難で要確認
104,page_039.png,ステージ上、照れつつも頑張って歌う星崎 / PAN UP,wonder,,4,星崎,medium,104は下2コマにまたがる1カット。上コマがステージ上のバストショット、下コマがPAN UPで全身。dialog欄は歌詞『wonder』の続き。action欄の人名は『星崎』と判読(要確認)
105,page_040.png,姉、手拍子してる3人。二人静立ちよって ノリノリ,（AとD前の前春）一同「いえ～い!!」,,2+13,二人静,medium,action・dialogue欄とも手書きの崩れが強く一部推定。『AとD前の前春』は要確認
